	control_1	control_2	control_3	control_4	opg_1	opg_2	opg_3	opg_4	gtdup_1	gtdup_2	gtdup_3
ENSG00000248195	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248363	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250124	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251585	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127184	30	16	79	18	26	36	32	30	44	58	72
ENSG00000284078	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207013	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250544	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248701	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242477	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249061	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233828	0	0	0	0	0	0	0	0	0	0	1
ENSG00000251951	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265919	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288569	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145715	191	116	241	161	277	267	196	162	252	207	301
ENSG00000241243	0	0	2	0	1	2	0	0	4	0	1
ENSG00000207452	0	0	0	0	1	0	0	0	0	2	0
ENSG00000134480	159	145	184	147	215	198	192	163	276	256	265
ENSG00000285190	84	63	57	70	56	48	62	40	87	61	54
ENSG00000200462	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249362	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248708	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287783	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287862	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164180	32	26	48	35	72	48	49	26	66	99	100
ENSG00000247828	22	29	69	36	117	76	44	28	97	109	167
ENSG00000207129	0	1	1	0	1	4	2	0	0	0	0
ENSG00000240083	0	0	0	0	0	0	1	0	0	0	0
ENSG00000206958	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250306	0	0	0	0	0	0	0	0	1	0	0
ENSG00000250156	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271904	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245526	0	1	0	0	0	0	0	0	0	0	0
ENSG00000250705	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284447	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245864	59	54	111	51	95	86	80	48	86	82	144
ENSG00000250377	0	0	0	0	0	0	1	0	0	0	0
ENSG00000250555	0	0	0	0	0	1	0	0	0	0	0
ENSG00000081189	561	386	636	382	498	518	522	479	493	473	871
ENSG00000248309	4	6	14	11	8	10	4	8	10	11	13
ENSG00000250831	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250437	1	0	0	0	0	0	0	0	0	0	0
ENSG00000214942	0	0	0	0	0	1	0	0	0	0	0
ENSG00000264342	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248555	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253321	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260871	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153140	3	4	10	6	5	10	7	3	8	5	4
ENSG00000255647	0	0	0	0	0	0	0	1	0	0	0
ENSG00000176055	19	12	21	10	16	18	19	9	20	27	30
ENSG00000113356	5	3	10	17	16	9	13	15	19	21	13
ENSG00000176018	10	9	17	6	28	19	25	18	25	21	52
ENSG00000164199	2	9	5	12	7	5	3	5	3	6	5
ENSG00000249514	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248323	4	3	5	6	28	11	0	3	7	5	26
ENSG00000285618	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212930	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251093	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199643	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234292	0	0	0	0	0	1	0	1	1	1	1
ENSG00000286638	0	0	0	0	4	2	0	2	2	0	3
ENSG00000277001	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240388	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241059	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113369	36	27	27	14	46	60	17	28	52	47	98
ENSG00000281357	3	5	7	7	20	18	13	6	11	10	20
ENSG00000251356	0	0	2	2	0	2	0	0	0	0	1
ENSG00000286121	0	0	0	0	0	0	0	0	0	2	1
ENSG00000248826	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276426	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250049	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249776	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249169	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249984	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248588	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248950	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249958	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248528	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251361	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286509	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213730	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237187	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175745	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278905	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113391	57	45	51	31	32	32	27	31	94	73	93
ENSG00000284336	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287180	0	0	2	0	1	0	3	1	5	3	8
ENSG00000249353	4	6	7	3	2	2	2	3	6	7	7
ENSG00000248483	27	26	39	18	17	27	12	12	45	44	50
ENSG00000272406	9	4	2	1	1	1	0	4	3	3	3
ENSG00000287447	0	0	2	0	4	2	0	1	3	0	7
ENSG00000251023	2	0	3	0	1	1	0	1	3	7	9
ENSG00000286577	0	0	0	0	0	0	0	0	0	0	2
ENSG00000185261	19	17	17	16	18	20	24	18	39	33	26
ENSG00000251544	2	3	2	1	0	1	2	0	0	0	2
ENSG00000254132	1	0	0	0	0	1	0	0	1	0	0
ENSG00000251340	1	3	0	2	0	0	5	2	3	1	1
ENSG00000232578	0	0	0	0	1	0	0	0	0	2	0
ENSG00000270133	0	0	1	0	0	1	4	0	2	1	4
ENSG00000133302	24	16	32	20	29	40	31	29	29	63	41
ENSG00000175471	94	56	62	58	112	113	78	83	184	149	206
ENSG00000249175	1	4	3	1	1	4	2	1	8	5	7
ENSG00000243806	4	4	5	3	1	5	3	6	5	4	2
ENSG00000276514	0	0	0	0	0	0	3	0	0	0	0
ENSG00000249545	0	0	0	0	2	2	0	0	1	0	2
ENSG00000153347	0	0	0	0	1	1	0	0	0	1	0
ENSG00000225165	0	0	1	0	0	0	0	0	0	0	0
ENSG00000198677	225	160	172	110	159	147	177	190	267	215	201
ENSG00000212259	0	0	0	0	1	0	0	0	0	0	1
ENSG00000164291	3	2	2	1	12	9	9	0	7	4	4
ENSG00000178015	3	3	0	0	3	3	0	5	3	2	3
ENSG00000175449	1	0	3	4	3	3	2	1	3	6	6
ENSG00000145757	5	6	8	6	19	11	3	4	7	8	10
ENSG00000250240	42	29	37	43	53	45	36	45	41	42	61
ENSG00000164292	128	129	139	101	180	158	110	94	176	133	163
ENSG00000173221	48	44	95	74	128	71	71	58	130	119	120
ENSG00000251348	0	0	2	2	8	8	5	1	3	5	7
ENSG00000251000	3	5	5	7	5	9	0	3	3	6	1
ENSG00000251409	1	0	0	0	0	2	0	0	0	0	0
ENSG00000236882	0	0	0	0	1	1	0	1	2	0	0
ENSG00000272021	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250362	0	0	0	2	1	0	0	0	0	0	0
ENSG00000118985	42	25	57	19	78	57	29	31	87	27	100
ENSG00000251314	0	0	0	0	4	0	0	0	1	0	0
ENSG00000250955	1	0	1	0	4	0	1	0	1	0	0
ENSG00000213716	0	0	0	0	0	1	1	0	1	1	0
ENSG00000250551	1	1	2	1	2	0	0	0	0	0	1
ENSG00000207578	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206997	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249746	0	0	0	0	0	0	0	0	1	0	2
ENSG00000250158	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175426	2	0	6	2	9	0	1	1	3	1	1
ENSG00000153113	130	59	106	77	73	73	90	97	110	136	196
ENSG00000249180	20	8	8	4	6	5	6	13	12	14	15
ENSG00000164307	138	115	149	130	137	113	154	158	175	154	230
ENSG00000248734	7	7	18	8	10	7	8	14	12	14	21
ENSG00000272109	23	16	22	25	23	21	18	38	23	33	35
ENSG00000247121	28	27	36	13	27	26	31	22	43	27	35
ENSG00000164308	6	7	7	5	3	1	5	3	15	21	11
ENSG00000113441	206	156	362	170	322	269	230	219	366	365	580
ENSG00000227836	0	1	3	1	3	2	0	3	3	4	1
ENSG00000200884	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213701	0	0	0	1	0	0	0	0	0	0	0
ENSG00000251513	3	6	6	11	7	8	12	9	5	6	5
ENSG00000145721	0	0	0	0	0	2	0	0	1	0	0
ENSG00000058729	18	14	31	16	28	11	19	18	24	34	34
ENSG00000206698	0	0	0	0	1	0	0	0	0	0	0
ENSG00000286828	0	1	12	6	6	5	7	1	6	1	9
ENSG00000248758	0	0	1	0	3	2	0	0	1	0	0
ENSG00000251054	0	0	2	0	0	0	1	1	3	1	1
ENSG00000249761	0	0	0	2	1	0	0	1	0	0	0
ENSG00000251389	0	3	1	0	1	2	1	3	2	2	2
ENSG00000249977	1	1	0	0	1	1	1	1	2	0	0
ENSG00000250331	2	0	2	0	7	5	0	2	3	2	4
ENSG00000248931	1	3	1	1	0	2	1	2	0	0	0
ENSG00000251193	1	1	0	2	1	3	2	1	0	1	2
ENSG00000286953	0	0	0	0	0	1	0	1	2	0	4
ENSG00000248202	0	2	0	1	5	0	4	0	0	2	0
ENSG00000249101	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248901	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249135	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238000	0	0	2	0	2	0	0	1	0	1	1
ENSG00000176183	0	0	0	0	0	0	0	0	0	1	0
ENSG00000250221	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250830	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249990	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249448	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251102	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251553	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174136	41	33	58	61	57	60	57	45	52	81	82
ENSG00000246763	0	1	0	0	0	0	0	0	0	0	1
ENSG00000279232	17	16	29	20	20	18	25	19	30	41	27
ENSG00000250162	0	0	1	0	0	0	0	0	0	0	0
ENSG00000153922	310	265	319	204	235	255	285	283	360	374	392
ENSG00000222610	0	0	0	0	1	0	0	0	0	1	0
ENSG00000248489	0	4	0	1	2	4	2	3	6	3	7
ENSG00000200351	0	0	1	0	0	0	3	0	0	0	1
ENSG00000241597	0	0	0	0	0	0	0	0	1	1	0
ENSG00000249444	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206356	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227762	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249515	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248236	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248928	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250391	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249963	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199378	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270232	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270230	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271687	0	0	0	0	0	0	0	0	1	0	0
ENSG00000270906	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270350	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271480	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270388	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270307	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270225	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271207	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274455	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207077	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275374	1	0	0	0	2	5	1	0	1	0	0
ENSG00000273957	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249787	0	0	0	0	1	1	0	0	3	0	0
ENSG00000247877	0	0	1	0	1	0	0	0	0	1	0
ENSG00000174132	29	23	32	26	40	32	17	41	35	41	29
ENSG00000250806	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207269	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113532	102	94	205	128	206	201	146	156	253	216	376
ENSG00000221263	0	0	0	0	0	0	0	0	0	0	1
ENSG00000277506	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251261	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249495	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199786	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248261	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173930	4	5	19	12	10	16	24	14	27	53	39
ENSG00000222987	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205359	0	0	1	2	0	0	0	0	2	0	0
ENSG00000249017	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250958	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250682	2	0	2	0	0	1	3	2	4	1	0
ENSG00000247402	0	0	0	0	0	0	0	0	0	0	1
ENSG00000286338	0	0	0	0	0	0	0	1	1	0	1
ENSG00000145730	5	4	9	3	11	11	19	10	19	33	32
ENSG00000175749	0	0	0	0	0	0	0	1	1	0	0
ENSG00000145723	8	8	13	11	12	20	13	8	18	17	13
ENSG00000145725	407	265	395	254	396	400	387	374	602	518	574
ENSG00000248203	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181751	5	3	9	8	8	8	12	8	10	9	9
ENSG00000250567	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226926	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248757	0	0	0	0	0	0	0	0	1	0	0
ENSG00000112874	6	10	18	5	18	13	21	10	10	22	19
ENSG00000283462	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251026	0	0	0	0	0	0	0	0	1	0	0
ENSG00000201910	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239808	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251574	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278958	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253776	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252881	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253584	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232159	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201790	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251204	0	0	0	0	1	0	0	0	0	0	0
ENSG00000250145	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252337	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251027	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250273	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184349	0	0	0	0	0	1	0	0	0	0	0
ENSG00000249959	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248827	0	0	0	0	0	0	1	0	0	0	0
ENSG00000239708	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251732	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145743	184	142	154	197	95	156	133	131	136	166	119
ENSG00000286503	2	1	3	8	6	4	7	12	9	9	7
ENSG00000244245	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272523	6	7	11	2	2	7	5	4	1	6	7
ENSG00000151422	159	87	113	80	93	120	120	106	163	125	175
ENSG00000249921	1	1	2	0	2	4	2	2	6	1	3
ENSG00000250383	3	2	2	0	5	1	0	1	2	0	1
ENSG00000207404	2	0	0	0	0	0	1	0	0	0	0
ENSG00000250441	1	1	2	2	0	2	1	0	0	0	1
ENSG00000206593	0	0	0	0	1	0	0	0	0	0	0
ENSG00000176857	4	1	7	3	7	3	6	7	13	6	8
ENSG00000286882	7	0	5	5	5	9	3	4	7	6	11
ENSG00000249476	5	1	14	2	12	10	8	8	19	19	21
ENSG00000198961	281	182	249	161	214	222	223	223	259	308	374
ENSG00000248867	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251367	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248876	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248440	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214794	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271849	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112893	968	840	742	707	622	795	913	858	860	811	785
ENSG00000202512	10	2	10	5	18	9	7	4	22	22	19
ENSG00000249068	1	0	1	0	2	1	2	2	1	0	8
ENSG00000254106	0	0	0	1	1	0	1	0	0	0	0
ENSG00000253224	0	1	1	0	0	0	0	0	0	0	1
ENSG00000186952	3	3	3	2	2	2	4	1	6	1	5
ENSG00000221436	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207177	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164209	63	30	81	43	78	86	82	49	80	80	122
ENSG00000270779	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248966	0	1	0	0	0	0	0	0	0	0	0
ENSG00000248428	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251627	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145777	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253613	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134987	53	47	60	58	80	73	52	45	67	75	99
ENSG00000250728	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214784	0	0	1	0	0	1	0	0	0	0	0
ENSG00000152495	0	1	2	0	3	3	2	0	3	1	3
ENSG00000249318	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248268	1	0	0	0	0	0	0	0	1	0	0
ENSG00000164211	16	23	62	31	57	62	62	37	65	71	101
ENSG00000246859	22	15	39	30	42	36	44	42	61	47	62
ENSG00000249619	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251099	0	0	0	0	0	0	0	0	0	0	1
ENSG00000134986	12	8	16	12	4	12	11	9	14	16	29
ENSG00000253057	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249439	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250095	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129595	2	0	13	2	5	7	8	6	15	10	13
ENSG00000224032	31	20	32	19	18	27	35	35	38	46	37
ENSG00000238363	0	0	2	0	0	0	2	0	1	1	1
ENSG00000250882	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251187	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251076	0	0	0	0	0	0	0	0	0	1	0
ENSG00000248350	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278921	0	0	0	0	0	0	0	1	4	1	0
ENSG00000248430	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251014	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250358	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134982	241	210	270	181	250	210	248	218	324	304	308
ENSG00000250045	2	0	1	1	3	0	0	1	5	4	1
ENSG00000212370	0	0	0	0	1	0	0	0	0	1	0
ENSG00000258864	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153037	25	15	34	20	34	40	48	35	37	62	56
ENSG00000129625	26	29	71	48	54	54	67	54	72	90	114
ENSG00000249947	2	3	4	3	2	9	4	2	1	8	6
ENSG00000212643	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172795	215	151	298	130	275	262	280	211	346	359	473
ENSG00000171444	79	59	72	57	64	102	96	65	100	98	91
ENSG00000232633	0	0	0	0	1	0	0	0	1	1	0
ENSG00000212122	0	2	0	0	1	0	1	0	0	0	1
ENSG00000251741	0	0	0	0	0	0	0	0	0	0	0
ENSG00000047188	286	211	266	206	287	272	295	287	392	330	357
ENSG00000286839	0	0	0	0	0	0	0	0	1	0	0
ENSG00000080709	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222706	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246316	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251542	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251132	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250242	0	0	0	0	0	0	0	0	1	0	0
ENSG00000152503	151	103	162	90	125	171	178	170	222	221	269
ENSG00000250472	0	0	0	3	1	1	2	1	4	1	2
ENSG00000249791	0	0	0	0	1	0	0	0	2	0	1
ENSG00000164219	70	48	105	59	98	96	105	80	121	101	169
ENSG00000271797	14	20	19	11	18	19	21	28	30	23	28
ENSG00000243304	2	1	1	2	6	0	6	1	3	9	3
ENSG00000164221	61	36	47	31	47	36	58	60	91	70	78
ENSG00000250197	2	3	2	6	4	1	5	0	3	0	2
ENSG00000249026	0	0	0	0	0	1	0	0	0	1	0
ENSG00000248722	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249944	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249433	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250444	0	0	0	0	0	1	0	0	2	0	2
ENSG00000145780	66	27	73	40	85	63	69	36	117	101	106
ENSG00000243414	8	7	6	11	9	15	13	16	11	15	21
ENSG00000251201	0	0	0	0	0	0	0	0	3	0	1
ENSG00000249249	24	28	41	29	29	53	44	33	51	44	62
ENSG00000134970	16	1	24	2	26	20	9	7	22	22	83
ENSG00000249021	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248709	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251118	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222598	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129596	2	0	5	2	3	1	3	0	4	0	8
ENSG00000145782	70	37	64	44	84	56	47	70	93	101	126
ENSG00000177879	15	6	29	8	17	20	21	11	20	15	36
ENSG00000287148	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172901	0	0	1	0	1	0	0	0	1	1	0
ENSG00000248295	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268223	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185641	1	1	1	0	1	1	0	2	0	1	0
ENSG00000272265	0	0	0	0	2	0	0	0	1	1	0
ENSG00000271918	44	35	41	33	35	32	38	31	48	41	30
ENSG00000145781	83	72	100	72	84	87	90	97	160	122	121
ENSG00000212457	0	0	0	1	0	4	0	0	0	0	0
ENSG00000232916	2	0	1	4	7	4	2	0	2	9	6
ENSG00000250015	0	0	2	3	1	1	3	0	3	3	1
ENSG00000092421	37	34	54	56	48	68	57	52	78	63	62
ENSG00000248445	19	16	21	16	17	14	8	13	36	23	25
ENSG00000239528	0	1	4	0	4	2	0	1	1	6	2
ENSG00000249167	0	0	1	2	0	1	0	0	1	0	1
ENSG00000197575	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251311	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249150	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250650	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250949	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243758	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285809	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248663	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251477	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249797	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249582	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250891	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250427	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249551	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286745	0	0	1	0	0	0	0	0	0	0	0
ENSG00000249128	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238904	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249426	0	0	0	0	1	0	0	0	1	0	0
ENSG00000169570	26	23	58	33	49	44	49	41	60	58	110
ENSG00000197744	9	0	12	1	1	4	1	2	3	0	7
ENSG00000283498	0	1	0	0	1	0	0	0	0	1	2
ENSG00000249494	0	0	0	1	2	0	1	0	4	2	2
ENSG00000223179	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250678	0	1	0	0	0	0	0	0	0	0	0
ENSG00000250928	1	0	2	0	0	0	0	0	0	0	0
ENSG00000172869	789	445	516	435	568	507	403	462	687	536	636
ENSG00000248885	2	2	1	2	6	0	0	3	0	1	4
ENSG00000248979	0	0	1	0	2	0	0	0	1	3	1
ENSG00000206786	0	1	1	1	1	0	1	0	1	1	0
ENSG00000264536	0	0	3	1	6	8	5	2	7	4	6
ENSG00000145779	54	54	75	56	111	80	64	66	90	85	126
ENSG00000243333	0	0	0	0	1	1	1	1	1	1	0
ENSG00000202092	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133835	283	158	197	163	200	168	187	180	265	202	230
ENSG00000213663	0	0	1	0	0	0	0	0	0	0	0
ENSG00000249919	0	0	0	1	1	0	0	0	0	0	1
ENSG00000164334	0	0	1	2	0	0	0	0	0	0	0
ENSG00000250895	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234259	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251293	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251975	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261036	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184838	0	0	1	0	0	0	0	0	0	0	0
ENSG00000270741	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222609	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248927	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251135	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248853	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229855	0	0	1	0	2	1	0	0	4	1	3
ENSG00000250847	0	0	0	0	0	1	0	0	1	0	0
ENSG00000279860	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244088	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213661	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249600	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181867	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151304	49	51	61	35	47	40	64	37	73	54	66
ENSG00000113083	4	1	4	1	2	3	1	4	11	11	6
ENSG00000247311	0	0	0	0	1	0	0	0	0	0	0
ENSG00000164185	0	0	2	0	0	0	2	1	0	0	0
ENSG00000250803	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249610	0	0	2	0	0	0	1	0	0	0	0
ENSG00000272139	0	0	0	0	0	0	1	0	0	0	2
ENSG00000064692	23	4	5	3	3	5	15	11	17	15	34
ENSG00000249621	0	0	1	0	0	0	2	0	0	1	1
ENSG00000249916	0	0	1	0	1	0	0	1	0	0	2
ENSG00000287794	0	0	0	0	0	1	0	0	1	0	1
ENSG00000250328	4	2	1	0	0	0	2	0	5	4	8
ENSG00000251538	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240058	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205302	112	74	111	91	145	111	94	86	184	138	221
ENSG00000260686	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064652	37	16	40	16	43	31	25	28	37	18	57
ENSG00000263432	0	0	1	0	0	0	0	0	1	0	1
ENSG00000168938	6	3	6	1	6	2	4	3	5	2	7
ENSG00000249996	6	2	3	1	3	0	1	0	5	5	1
